x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name,frame
855.827,815.7552,909.6095,891.8919,3,0.7592934,16,car,65
793.62726,2742.0854,903.33636,2929.3093,3,0.8718515,1,car,66
855.93774,2255.0266,944.67505,2432.74,3,0.8657161,3,car,66
809.34485,2482.4631,906.62494,2669.326,3,0.8602639,8,car,66
893.6129,2049.2876,961.0613,2184.5264,3,0.85880506,7,car,66
913.407,1504.769,975.4911,1621.3136,3,0.8419386,9,car,66
895.66516,1851.4175,971.02625,2008.7087,3,0.837622,11,car,66
892.65625,1355.2014,954.44116,1472.2422,3,0.83730024,5,car,66
910.84,1684.7164,971.0766,1801.7985,3,0.83545756,12,car,66
892.66095,1223.3096,946.30554,1318.0118,3,0.83015066,13,car,66
884.13666,1044.4232,936.3426,1129.529,3,0.8266105,10,car,66
873.2534,908.5402,918.64636,979.04865,3,0.8163216,15,car,66
856.1736,816.14355,909.6532,891.7943,3,0.75311375,16,car,66
793.8049,2742.1208,903.54694,2929.0708,3,0.870926,1,car,67
856.0285,2255.1997,944.66327,2432.933,3,0.86638176,3,car,67
809.45966,2482.4937,906.6658,2669.2495,3,0.85994214,8,car,67
893.6339,2049.24,961.08936,2184.5762,3,0.85789704,7,car,67
913.5716,1504.5524,975.63226,1621.2631,3,0.84166306,9,car,67
892.9642,1355.6547,954.81354,1472.2197,3,0.83799124,5,car,67
895.60144,1851.3933,971.0383,2008.7139,3,0.8360569,11,car,67
910.6672,1684.6648,970.96014,1801.842,3,0.83516896,12,car,67
892.64026,1223.395,946.47034,1319.02,3,0.83282906,13,car,67
884.26794,1044.8918,936.4208,1130.2175,3,0.81925,10,car,67
873.09576,908.1458,918.76025,979.1294,3,0.8161571,15,car,67
856.164,816.3142,909.9091,892.3019,3,0.7568668,16,car,67
793.7842,2742.1921,903.43726,2928.9802,3,0.87104774,1,car,68
856.0198,2254.9685,944.6948,2432.757,3,0.8663381,3,car,68
809.23846,2482.4116,906.8256,2669.504,3,0.85999304,8,car,68
893.7823,2049.0693,961.0893,2184.5254,3,0.8578889,7,car,68
913.5815,1504.5942,975.6235,1621.263,3,0.84219706,9,car,68
895.5443,1851.3438,971.0991,2008.8169,3,0.8366446,11,car,68
892.60345,1355.5073,954.3578,1472.044,3,0.83485085,5,car,68
910.654,1684.7783,971.0572,1801.8801,3,0.83454746,12,car,68
892.9887,1223.5277,946.77576,1320.6461,3,0.8298617,13,car,68
884.41516,1045.8442,936.25635,1130.8326,3,0.8188009,10,car,68
872.7573,908.1762,918.9762,980.946,3,0.8180309,15,car,68
856.173,816.2014,909.88715,892.5491,3,0.75879157,16,car,68
793.73145,2742.3596,903.5449,2928.917,3,0.87133807,1,car,69
856.3424,2255.1296,944.68787,2432.7512,3,0.86590207,3,car,69
809.1526,2482.4731,906.9448,2669.245,3,0.8613033,8,car,69
894.0474,2049.33,961.08545,2184.4597,3,0.85828114,7,car,69
913.6338,1504.3528,975.536,1621.2737,3,0.84228045,9,car,69
892.7904,1355.7284,954.4442,1472.1835,3,0.83620495,5,car,69
910.7589,1684.8721,970.9332,1801.7739,3,0.83492595,12,car,69
895.58936,1851.3563,971.0475,2008.9281,3,0.8300931,11,car,69
893.08795,1223.5823,946.61847,1320.7522,3,0.8231974,13,car,69
872.2531,908.6574,918.6341,980.29083,3,0.82025415,15,car,69
884.45526,1047.3928,936.23566,1130.9409,3,0.8149301,10,car,69
856.0387,816.0834,909.43823,891.8959,3,0.7582447,16,car,69
793.654,2742.2268,903.2327,2928.8677,3,0.8710832,1,car,70
856.21106,2255.1582,944.75574,2432.8218,3,0.86547464,3,car,70
809.4071,2482.2744,906.83496,2669.3232,3,0.85967135,8,car,70
893.8548,2049.2659,961.03876,2184.4072,3,0.8573875,7,car,70
913.60016,1504.3994,975.67694,1621.2764,3,0.8417169,9,car,70
893.12854,1356.0415,954.6926,1472.2085,3,0.8400665,5,car,70
910.651,1684.988,970.9851,1801.8535,3,0.83371115,12,car,70
895.5576,1851.3823,971.03625,2008.8289,3,0.83339906,11,car,70
872.86804,909.03735,918.9735,980.61035,3,0.8266946,15,car,70
892.9759,1223.6592,946.62744,1320.7083,3,0.8221937,13,car,70
884.582,1048.8798,936.091,1131.07,3,0.81956935,10,car,70
856.2766,816.5065,909.89795,892.22076,3,0.75018084,16,car,70
793.66644,2742.477,903.17303,2928.7358,3,0.87125874,1,car,71
856.1472,2255.3494,944.8292,2432.712,3,0.8645787,3,car,71
809.36774,2482.4285,906.71704,2669.167,3,0.86003494,8,car,71
893.8299,2049.2144,961.0124,2184.502,3,0.857648,7,car,71
913.5826,1504.32,975.5938,1621.1667,3,0.8421431,9,car,71
892.5303,1355.7836,954.2385,1472.0823,3,0.83784926,5,car,71
910.6102,1685.1573,970.91785,1801.8358,3,0.83269286,12,car,71
873.8251,910.7643,919.2971,982.83484,3,0.83266735,15,car,71
895.6073,1851.4296,971.07,2008.9072,3,0.82874167,11,car,71
892.257,1224.0532,946.5084,1321.1516,3,0.8247627,13,car,71
883.9858,1049.2681,935.9447,1131.6208,3,0.82369834,10,car,71
856.7377,817.1969,909.8335,892.6283,3,0.7334423,16,car,71
793.70966,2742.3267,902.81305,2928.8271,3,0.8716295,1,car,72
856.3219,2255.3774,944.78845,2432.5247,3,0.86409837,3,car,72
809.4708,2482.2651,906.75073,2669.211,3,0.860638,8,car,72
894.1829,2049.3203,961.00726,2184.6943,3,0.85652107,7,car,72
892.8964,1356.7499,954.18,1472.0701,3,0.8409263,5,car,72
913.58057,1504.219,975.4625,1621.0345,3,0.84033674,9,car,72
873.36273,911.14136,919.6075,983.9358,3,0.8359382,15,car,72
910.9474,1685.1324,971.1217,1801.734,3,0.8327776,12,car,72
895.6016,1851.206,971.1471,2009.1318,3,0.83127016,11,car,72
891.7273,1225.0981,946.2623,1321.5383,3,0.8267623,13,car,72
884.2143,1050.0767,936.36346,1132.1233,3,0.8200551,10,car,72
856.99963,817.08936,909.58105,892.60315,3,0.72947145,16,car,72
793.7576,2742.298,902.7402,2928.9294,3,0.8710101,1,car,73
856.1519,2255.2234,944.8493,2432.6926,3,0.8649275,3,car,73
809.53143,2482.1758,906.882,2669.2417,3,0.86072785,8,car,73
894.1183,2049.2861,961.03455,2184.831,3,0.8560832,7,car,73
892.7693,1356.707,954.29614,1472.2659,3,0.84320676,5,car,73
913.5628,1504.0806,975.4539,1621.0454,3,0.840022,9,car,73
895.53625,1851.2238,971.22656,2009.2592,3,0.8349913,11,car,73
910.84204,1685.2584,971.02405,1801.8702,3,0.832509,12,car,73
873.7899,912.2478,919.31213,984.8275,3,0.830494,15,car,73
891.2926,1225.6322,946.12427,1321.5875,3,0.83026737,13,car,73
883.9398,1050.9884,936.61707,1132.727,3,0.81446284,10,car,73
857.2053,817.6496,910.0499,893.30914,3,0.72031903,16,car,73
793.7511,2742.3904,902.7456,2928.6804,3,0.8711024,1,car,74
856.2136,2255.2783,944.78723,2432.7134,3,0.865224,3,car,74
809.4014,2482.1401,906.54474,2669.1946,3,0.86053026,8,car,74
893.9286,2049.1968,960.9873,2185.0986,3,0.85618764,7,car,74
913.5962,1504.1648,975.3048,1620.9937,3,0.8409642,9,car,74
891.92773,1357.2545,954.0094,1472.6709,3,0.84087235,5,car,74
895.58514,1851.3218,971.1795,2009.3867,3,0.8338615,11,car,74
910.7939,1685.3762,970.87006,1801.8628,3,0.83103997,12,car,74
890.7803,1226.9624,945.9415,1321.6584,3,0.8272444,13,car,74
873.6363,912.5896,918.92706,985.2506,3,0.8270627,15,car,74
883.4315,1051.6494,936.38635,1133.038,3,0.81023633,10,car,74
857.22485,817.6011,909.82056,894.1846,3,0.7285524,16,car,74
793.8458,2742.231,902.7152,2928.5542,3,0.86975294,1,car,75
856.1239,2255.3354,944.9674,2432.7456,3,0.86462283,3,car,75
809.62244,2482.2402,907.0536,2669.226,3,0.86040694,8,car,75
893.8794,2049.3374,960.9717,2185.162,3,0.8555798,7,car,75
891.3111,1357.6296,953.586,1472.9755,3,0.8433605,5,car,75
913.5947,1504.2036,975.251,1621.0032,3,0.8405348,9,car,75
895.5768,1851.2362,971.1924,2009.4064,3,0.83288544,11,car,75
910.92883,1685.3635,971.05865,1801.812,3,0.83218086,12,car,75
873.48834,913.1259,918.88055,985.5663,3,0.8238956,15,car,75
890.2194,1227.917,945.3034,1321.0016,3,0.8218259,13,car,75
883.96893,1052.1931,936.7936,1133.4512,3,0.80599093,10,car,75
857.28864,817.8932,909.9278,894.42346,3,0.7177447,16,car,75
793.83636,2742.4985,902.9244,2928.4492,3,0.8703331,1,car,76
856.1032,2255.2507,944.8892,2432.923,3,0.864898,3,car,76
809.70447,2482.0818,907.0217,2669.476,3,0.85971016,8,car,76
893.7739,2049.437,960.93445,2185.1929,3,0.85594994,7,car,76
890.991,1358.2856,953.36224,1473.2738,3,0.84239066,5,car,76
913.66095,1504.2438,975.12177,1621.155,3,0.83974826,9,car,76
910.87964,1685.323,970.9015,1801.8262,3,0.8310421,12,car,76
895.5178,1850.999,971.0703,2009.7014,3,0.83057636,11,car,76
873.5667,913.05554,918.9974,985.6947,3,0.82594424,15,car,76
889.7517,1228.5803,946.2372,1321.8987,3,0.822022,13,car,76
884.6446,1052.6414,936.7044,1133.4963,3,0.80155075,10,car,76
857.0612,818.4265,910.50275,895.46906,3,0.72075063,16,car,76
793.94507,2742.31,902.912,2928.3784,3,0.87075084,1,car,77
856.0873,2255.2876,944.84985,2432.8347,3,0.8647238,3,car,77
809.66254,2482.1514,906.8844,2669.6895,3,0.8589058,8,car,77
893.6957,2049.1494,960.84283,2185.0042,3,0.85540897,7,car,77
890.8277,1359.0436,953.3461,1473.6135,3,0.8445319,5,car,77
913.70746,1504.3708,975.1016,1621.2235,3,0.83903784,9,car,77
895.5348,1851.1981,971.17126,2009.5734,3,0.8346747,11,car,77
910.78955,1685.3708,970.82654,1801.8193,3,0.83111614,12,car,77
873.6837,913.4416,919.16785,986.3608,3,0.8214585,15,car,77
889.3299,1228.865,945.5872,1322.1465,3,0.8161487,13,car,77
884.84607,1053.5519,936.6769,1134.1293,3,0.79262793,10,car,77
857.0387,818.6944,910.3832,895.8195,3,0.71121705,16,car,77
793.9468,2742.372,902.9553,2928.4229,3,0.86998177,1,car,78
856.1446,2255.38,944.8008,2433.0063,3,0.8657252,3,car,78
809.70465,2482.3088,907.3949,2669.3057,3,0.8586458,8,car,78
893.8332,2049.4148,960.87506,2185.4045,3,0.8529917,7,car,78
891.0663,1359.4036,953.27344,1473.5168,3,0.844336,5,car,78
913.6767,1504.249,975.0628,1621.1533,3,0.8382546,9,car,78
895.63275,1851.1102,970.9301,2009.7755,3,0.8328096,11,car,78
910.9832,1685.3613,970.9431,1801.8545,3,0.8313536,12,car,78
873.6341,914.3348,919.1662,986.7982,3,0.8194857,15,car,78
889.57837,1228.6746,946.04297,1322.9178,3,0.8183874,13,car,78
884.3944,1054.0732,936.6161,1135.1376,3,0.796687,10,car,78
856.4405,818.88464,910.2572,895.359,3,0.7271833,16,car,78
793.97644,2742.2822,902.9905,2928.4312,3,0.87039685,1,car,79
856.43536,2255.5054,944.46844,2433.0474,3,0.86348593,3,car,79
809.97235,2482.319,906.99884,2669.154,3,0.8587386,8,car,79
894.0934,2049.3162,960.4852,2185.4792,3,0.8510665,7,car,79
890.7991,1359.9436,953.30444,1473.8267,3,0.8414897,5,car,79
913.8829,1504.402,975.13715,1621.3315,3,0.8382265,9,car,79
895.8445,1851.0894,970.7118,2010.0491,3,0.83094233,11,car,79
910.96124,1685.8452,970.769,1801.8835,3,0.82936966,12,car,79
890.2661,1229.0273,946.5029,1323.3025,3,0.82202274,13,car,79
873.05237,915.03296,919.3874,988.09424,3,0.81885844,15,car,79
883.9512,1054.5186,936.5453,1135.2522,3,0.8033475,10,car,79
856.08325,819.1653,910.47473,895.9657,3,0.7283932,16,car,79
793.8979,2742.1152,902.8158,2928.458,3,0.87092376,1,car,80
856.3019,2255.3857,944.45435,2433.051,3,0.86408687,3,car,80
809.96356,2482.2617,906.9432,2669.1953,3,0.8578399,8,car,80
893.88043,2049.2896,960.5693,2185.193,3,0.8506883,7,car,80
890.58527,1359.5189,953.22784,1474.0293,3,0.8404201,5,car,80
914.24396,1504.6744,974.7442,1621.7725,3,0.8378664,9,car,80
895.8646,1851.1687,970.6378,2009.8379,3,0.83373904,11,car,80
910.94446,1685.8296,970.64526,1801.9053,3,0.8301849,12,car,80
890.1632,1229.191,946.3125,1324.5947,3,0.8182477,13,car,80
872.7792,915.90686,919.52747,990.13525,3,0.81577516,15,car,80
883.8353,1055.0659,936.051,1135.6863,3,0.8107495,10,car,80
856.30286,819.6998,910.605,895.98376,3,0.71435356,16,car,80
793.91345,2741.8628,902.99927,2928.838,3,0.87147576,1,car,81
856.3123,2255.9072,944.38055,2432.8804,3,0.8648311,3,car,81
810.1465,2482.5396,907.2964,2669.16,3,0.85812277,8,car,81
893.74695,2048.9553,960.3926,2186.0369,3,0.8459112,7,car,81
890.61145,1359.6885,953.5122,1474.2294,3,0.8413537,5,car,81
914.3169,1504.6328,974.86914,1622.0027,3,0.8383453,9,car,81
895.9184,1851.2251,970.617,2010.0583,3,0.83667123,11,car,81
910.9508,1686.1062,970.5903,1801.9116,3,0.8286254,12,car,81
872.80444,916.8269,919.3605,989.1587,3,0.82315546,15,car,81
885.16425,1055.697,936.7059,1136.467,3,0.81467927,10,car,81
890.6504,1229.576,946.1278,1325.6348,3,0.81313235,13,car,81
856.4196,820.96155,910.6463,897.5919,3,0.68970287,16,car,81
793.8667,2742.3682,903.09656,2928.9854,3,0.8705383,1,car,82
856.3775,2256.083,944.2879,2432.9863,3,0.8642928,3,car,82
810.2089,2482.4111,906.6923,2669.5923,3,0.85656035,8,car,82
893.5365,2049.1736,960.2528,2186.5796,3,0.8470319,7,car,82
890.6567,1359.5469,953.6076,1474.9995,3,0.8398646,5,car,82
914.58215,1504.7931,974.7548,1622.228,3,0.83873355,9,car,82
896.0563,1851.2552,970.67285,2009.9161,3,0.8342222,11,car,82
873.67236,917.6583,919.2085,988.8135,3,0.8295769,15,car,82
910.8954,1686.72,970.31665,1802.2559,3,0.8243501,12,car,82
885.54236,1055.6963,936.8099,1136.9376,3,0.8159937,10,car,82
890.86505,1229.6836,946.00525,1325.9279,3,0.81340677,13,car,82
856.5022,820.8424,910.9988,897.4922,3,0.7011608,16,car,82
793.8845,2742.4917,902.9414,2929.0703,3,0.87135476,1,car,83
856.547,2256.185,944.24255,2432.873,3,0.86350673,3,car,83
810.5698,2482.4277,906.72363,2669.582,3,0.8572988,8,car,83
893.74475,2049.321,960.16516,2186.4019,3,0.8480496,7,car,83
890.79456,1359.3278,953.54333,1475.6517,3,0.83919835,5,car,83
914.6834,1504.7458,974.8028,1622.1097,3,0.83879083,9,car,83
896.11597,1851.2025,970.45917,2010.0465,3,0.8296732,11,car,83
873.50464,918.52313,919.1415,990.07324,3,0.82896686,15,car,83
910.9739,1686.739,970.26855,1802.257,3,0.825172,12,car,83
890.94653,1229.9292,945.86755,1326.4563,3,0.81382555,13,car,83
885.83936,1055.9075,936.57404,1136.9512,3,0.810826,10,car,83
856.4531,820.67505,910.91254,898.28577,3,0.72212416,16,car,83
793.8536,2742.4077,903.262,2929.4155,3,0.8708979,1,car,84
856.54944,2256.355,943.9618,2432.8647,3,0.86358255,3,car,84
810.73865,2482.8198,907.27,2669.4585,3,0.8581366,8,car,84
893.3397,2049.206,960.08624,2187.805,3,0.84489375,7,car,84
914.65454,1504.8937,974.82214,1622.4214,3,0.8390124,9,car,84
890.64746,1359.8331,953.47656,1476.022,3,0.8388504,5,car,84
872.99084,919.6397,919.6225,991.3103,3,0.82732606,15,car,84
910.8785,1687.1305,970.3687,1802.0358,3,0.8259879,12,car,84
896.3163,1851.2208,970.78436,2010.0033,3,0.82099634,11,car,84
891.00037,1230.307,946.1682,1326.9299,3,0.81451714,13,car,84
885.7974,1056.2366,936.7791,1138.1038,3,0.77418,10,car,84
855.4682,821.072,910.78986,898.3865,3,0.750226,16,car,84
793.7483,2742.5496,903.24243,2929.523,3,0.8714324,1,car,85
856.4464,2256.468,943.9879,2432.9985,3,0.8640919,3,car,85
810.9157,2482.878,906.6707,2669.308,3,0.8566228,8,car,85
893.1057,2049.3828,960.1897,2188.5186,3,0.8445656,7,car,85
914.4895,1504.8442,974.8821,1622.5001,3,0.838407,9,car,85
890.74,1360.0571,953.8257,1476.3296,3,0.83797085,5,car,85
910.7371,1687.2217,970.3764,1802.2625,3,0.82320726,12,car,85
872.8069,919.8721,920.2173,992.18774,3,0.8198349,15,car,85
890.64276,1230.5947,946.22845,1327.9905,3,0.81487954,13,car,85
895.4559,1851.9935,969.6088,2010.7284,3,0.811879,11,car,85
885.4836,1056.5737,936.4649,1138.7141,3,0.7773026,10,car,85
855.65393,821.24927,910.93896,897.25745,3,0.7544822,16,car,85
793.8556,2742.833,903.0302,2929.6533,3,0.87220013,1,car,86
856.5873,2256.4536,943.9824,2432.961,3,0.8638995,3,car,86
810.9585,2483.2817,906.8069,2669.3257,3,0.85603154,8,car,86
893.2228,2049.4395,960.18774,2189.1855,3,0.8472487,7,car,86
914.6285,1504.9126,974.8709,1622.616,3,0.83975226,9,car,86
890.6587,1361.2913,953.62317,1476.4618,3,0.83753264,5,car,86
910.973,1687.6235,970.32947,1802.3171,3,0.8219986,12,car,86
872.9026,920.5503,920.3077,992.23206,3,0.8174256,15,car,86
890.5882,1230.988,946.2365,1327.8365,3,0.81517744,13,car,86
895.69836,1851.9009,969.5869,2010.512,3,0.81096774,11,car,86
885.3827,1057.3345,936.2212,1139.2771,3,0.7755553,10,car,86
855.9979,821.12854,910.8552,896.515,3,0.75981766,16,car,86
793.7351,2742.765,902.79895,2929.723,3,0.8720043,1,car,87
856.87463,2256.7612,944.0134,2432.5776,3,0.863407,3,car,87
811.187,2483.565,906.9264,2669.3723,3,0.85517174,8,car,87
892.9564,2049.6382,960.16895,2189.454,3,0.84613377,7,car,87
914.2945,1505.2473,974.8742,1623.1139,3,0.8393442,9,car,87
890.8944,1361.8517,953.9618,1477.0903,3,0.8355446,5,car,87
911.0387,1688.0215,970.37274,1802.1852,3,0.82334775,12,car,87
890.7583,1232.2356,946.5425,1328.5491,3,0.81995136,13,car,87
872.5282,920.76953,919.8828,991.9159,3,0.81409293,15,car,87
884.43896,1057.72,936.1765,1140.2334,3,0.80065715,10,car,87
895.83234,1851.8016,969.65314,2010.5237,3,0.79889387,11,car,87
855.25653,821.8925,910.7485,897.1996,3,0.7593687,16,car,87
793.92206,2743.644,902.63617,2929.912,3,0.873014,1,car,88
856.6948,2256.9058,944.0006,2432.9858,3,0.86329406,3,car,88
811.3495,2484.1675,906.6665,2669.4946,3,0.8531894,8,car,88
892.77527,2049.7842,960.09326,2189.5488,3,0.8474915,7,car,88
891.0836,1361.5916,954.1316,1477.258,3,0.8402217,5,car,88
914.1161,1505.0579,974.8959,1623.368,3,0.83920723,9,car,88
910.6617,1687.9589,971.1652,1802.6957,3,0.8216608,12,car,88
890.57166,1232.52,946.73413,1328.9126,3,0.82073647,13,car,88
884.3714,1058.7129,936.29535,1140.9635,3,0.80987144,10,car,88
872.61786,919.50165,919.82263,992.04913,3,0.8097019,15,car,88
895.6386,1851.8273,969.8022,2010.4618,3,0.7986058,11,car,88
855.3173,821.91797,910.8298,897.1904,3,0.7512408,16,car,88
794.0028,2744.1775,902.32947,2929.9827,3,0.87223643,1,car,89
856.58826,2256.9307,943.9772,2433.191,3,0.86324114,3,car,89
811.3164,2483.906,906.90027,2669.5398,3,0.8544963,8,car,89
892.5452,2049.7744,960.00604,2188.9697,3,0.84779924,7,car,89
890.49884,1361.2968,953.3055,1477.0245,3,0.8385275,5,car,89
914.00854,1505.0408,974.891,1623.847,3,0.83789414,9,car,89
884.1079,1059.2837,936.19446,1141.4661,3,0.824016,10,car,89
890.7634,1233.1577,948.6467,1328.0979,3,0.8231584,13,car,89
911.0752,1688.3972,970.27466,1802.2874,3,0.8218677,12,car,89
872.37476,919.6379,919.761,993.8842,3,0.8038421,15,car,89
895.6011,1851.9727,969.9298,2010.3435,3,0.8021196,11,car,89
855.6332,822.3258,911.00555,898.4232,3,0.7392673,16,car,89
793.9761,2744.032,901.70306,2929.999,3,0.8715349,1,car,90
857.0755,2257.1418,943.89825,2432.7063,3,0.86493516,3,car,90
811.34784,2484.2065,906.6275,2669.4463,3,0.8546101,8,car,90
892.4889,2049.6057,960.20825,2188.292,3,0.8495595,7,car,90
890.8259,1361.8868,953.969,1477.2242,3,0.84010786,5,car,90
913.76495,1504.9778,974.72186,1623.5623,3,0.8379849,9,car,90
883.9863,1059.248,936.34204,1143.2083,3,0.8340418,10,car,90
910.5542,1688.4221,971.0006,1802.3123,3,0.82273567,12,car,90
872.0039,919.8316,919.8607,994.6007,3,0.8135245,15,car,90
890.86475,1232.8707,948.18225,1328.1748,3,0.8114058,13,car,90
895.65546,1852.1884,969.8923,2011.1034,3,0.7975976,11,car,90
854.88904,822.2245,911.1848,898.55786,3,0.7506801,16,car,90
794.01025,2743.9639,901.3556,2929.9932,3,0.8716937,1,car,91
857.1659,2257.3376,943.88513,2432.5425,3,0.863768,3,car,91
811.75836,2484.09,906.9095,2669.5378,3,0.8543178,8,car,91
892.56903,2049.7158,960.0361,2188.5332,3,0.84951884,7,car,91
890.8689,1362.2229,953.6466,1476.9841,3,0.8414068,5,car,91
884.64276,1059.8645,936.3492,1143.7217,3,0.84010804,10,car,91
913.792,1505.1486,974.68274,1624.2539,3,0.83880436,9,car,91
910.5811,1688.577,970.86475,1802.569,3,0.8219256,12,car,91
891.0068,1233.6896,947.92474,1328.8301,3,0.8114848,13,car,91
872.35535,919.951,919.7958,995.1777,3,0.81045866,15,car,91
895.68365,1851.9532,969.99994,2011.248,3,0.7991126,11,car,91
855.83386,822.8185,911.2449,899.9227,3,0.73327804,16,car,91
793.99805,2744.3252,901.26965,2930.129,3,0.87108195,1,car,92
857.13574,2257.6533,943.94714,2432.8428,3,0.8629041,3,car,92
811.6443,2484.1821,906.8093,2669.234,3,0.8548474,8,car,92
892.7074,2049.7139,959.95435,2187.9736,3,0.85044193,7,car,92
913.5837,1504.908,974.779,1624.4333,3,0.8404638,9,car,92
890.4219,1361.8672,952.67224,1476.8904,3,0.8396166,5,car,92
885.38904,1060.5773,936.7715,1144.5747,3,0.83810306,10,car,92
910.6649,1688.6265,970.82874,1802.5225,3,0.8225393,12,car,92
891.4365,1234.118,946.7732,1330.7933,3,0.8169388,13,car,92
872.7713,920.3574,919.6269,994.56616,3,0.8164785,15,car,92
895.6304,1851.8401,969.9183,2011.2594,3,0.7878518,11,car,92
856.1306,823.2486,911.15247,900.9659,3,0.7283734,16,car,92
793.929,2744.2214,901.32513,2930.2222,3,0.87107396,1,car,93
856.9885,2257.615,944.1621,2432.9722,3,0.86323327,3,car,93
811.8664,2483.9746,906.7238,2669.391,3,0.85365516,8,car,93
892.73206,2049.5728,960.00854,2188.0947,3,0.8498904,7,car,93
891.1727,1362.5544,953.44543,1476.6852,3,0.8435294,5,car,93
913.528,1504.8331,974.62317,1624.6128,3,0.8393268,9,car,93
911.1571,1689.0176,970.24316,1802.1892,3,0.82496744,12,car,93
872.6834,920.4941,919.56354,993.9018,3,0.8224905,15,car,93
891.42755,1234.3118,946.5209,1332.3384,3,0.81500614,13,car,93
885.5535,1061.3962,936.74286,1144.6184,3,0.81276387,10,car,93
895.4284,1851.5486,970.08215,2011.0924,3,0.79741293,11,car,93
855.60114,823.13947,911.0817,901.2852,3,0.73310024,16,car,93
793.9213,2744.1365,901.5225,2930.2573,3,0.8710113,1,car,94
857.0287,2257.4507,944.0355,2432.8237,3,0.8625011,3,car,94
812.0526,2484.1472,906.5017,2669.157,3,0.8525198,8,car,94
892.72174,2049.455,960.0372,2188.2104,3,0.85082996,7,car,94
890.32605,1361.9673,952.70593,1476.8894,3,0.84255403,5,car,94
913.3209,1504.4767,974.5966,1624.9878,3,0.840239,9,car,94
872.77686,921.6687,920.0403,995.40967,3,0.8268261,15,car,94
910.55804,1688.8689,970.9365,1802.6125,3,0.82225424,12,car,94
891.3124,1235.257,946.2883,1332.5471,3,0.8146791,13,car,94
895.57764,1851.7173,970.129,2011.1399,3,0.7991747,11,car,94
885.69214,1062.2798,937.1781,1147.3195,3,0.7711468,10,car,94
857.4684,823.87024,911.73425,902.62225,3,0.66804963,16,car,94
793.92053,2744.0703,902.103,2930.2393,3,0.8720391,1,car,95
856.9219,2257.7878,944.031,2432.875,3,0.86116886,3,car,95
812.26465,2483.8667,906.7932,2669.1072,3,0.8517123,8,car,95
892.7816,2049.3784,960.04724,2188.1936,3,0.85114324,7,car,95
890.56067,1362.5653,952.84375,1477.0271,3,0.84486663,5,car,95
913.2363,1504.8085,974.96814,1625.0083,3,0.84134084,9,car,95
872.5228,922.5088,920.172,996.2296,3,0.827244,15,car,95
910.29395,1688.7924,970.9342,1802.5536,3,0.82145387,12,car,95
890.9716,1235.5745,947.19415,1331.2004,3,0.81519884,13,car,95
895.5225,1851.7007,970.2651,2011.4734,3,0.7895703,11,car,95
885.9214,1063.1106,937.2074,1148.1809,3,0.7701911,10,car,95
857.2601,824.2454,911.2183,902.939,3,0.69999695,16,car,95
793.9984,2744.9126,901.54376,2930.497,3,0.87191665,1,car,96
856.6485,2258.1426,944.13995,2432.9,3,0.8617538,3,car,96
812.12,2483.8833,906.77234,2669.1963,3,0.8528461,8,car,96
892.7089,2049.4165,960.35614,2188.254,3,0.8520816,7,car,96
890.8839,1363.5875,953.00885,1476.8895,3,0.8485265,5,car,96
912.995,1504.9736,974.4005,1625.1156,3,0.83945656,9,car,96
872.7508,923.5175,920.17584,995.9991,3,0.8247582,15,car,96
911.10535,1689.3702,970.06714,1801.9735,3,0.82182914,12,car,96
891.14905,1235.5983,947.1471,1332.1523,3,0.81685865,13,car,96
895.35223,1851.8506,970.3713,2011.4761,3,0.79424065,11,car,96
885.83435,1063.676,937.2167,1148.6838,3,0.7918874,10,car,96
857.1112,824.62756,910.7809,902.8601,3,0.709878,16,car,96
793.84424,2745.3105,901.84845,2930.762,3,0.8720705,1,car,97
856.4557,2258.5422,944.3236,2433.4958,3,0.86238706,3,car,97
892.73694,2049.3984,960.36365,2188.2969,3,0.85282737,7,car,97
812.3624,2483.792,906.55334,2668.8843,3,0.8510461,8,car,97
890.51166,1363.6086,952.46027,1476.992,3,0.84582233,5,car,97
912.72864,1504.8936,974.9862,1624.5135,3,0.8389442,9,car,97
872.88794,925.0578,920.3661,996.21844,3,0.8238318,15,car,97
910.0089,1689.0127,970.89954,1802.5251,3,0.81960815,12,car,97
891.3162,1235.5924,946.9702,1331.9941,3,0.8132232,13,car,97
885.0943,1064.2058,937.54706,1149.404,3,0.80204195,10,car,97
895.29474,1851.9668,970.491,2011.9285,3,0.7855686,11,car,97
857.0806,826.2073,910.6203,904.33325,3,0.69594395,16,car,97
793.99426,2745.7158,901.5819,2930.7327,3,0.8734385,1,car,98
856.35736,2258.7388,944.5977,2433.4312,3,0.86087227,3,car,98
892.6789,2049.2817,960.34186,2188.2827,3,0.8535253,7,car,98
890.6183,1364.6128,952.53015,1477.2859,3,0.850784,5,car,98
812.7345,2483.711,906.5244,2669.0005,3,0.8487005,8,car,98
912.76337,1505.1104,975.23895,1624.4819,3,0.8394578,9,car,98
872.91016,924.77985,920.121,997.0135,3,0.8249383,15,car,98
891.27026,1236.4739,947.3163,1331.696,3,0.82136995,13,car,98
910.0996,1689.1614,970.8843,1802.5908,3,0.81869304,12,car,98
885.44727,1064.9526,937.6471,1149.6179,3,0.7985304,10,car,98
895.257,1851.8456,970.6368,2012.0153,3,0.79616153,11,car,98
856.9085,826.3685,910.6194,903.52606,3,0.70394194,16,car,98
